gvkey,iid,datadate,conm,curcdd,prccd,trfd,exchg
15549,01W,20110103,UNICREDIT SPA,EUR,1.584,2.13446442,209
15549,01W,20110104,UNICREDIT SPA,EUR,1.59,2.13446442,209
15549,01W,20110105,UNICREDIT SPA,EUR,1.579,2.13446442,209
15549,01W,20110106,UNICREDIT SPA,EUR,1.555,2.13446442,209
15549,01W,20110107,UNICREDIT SPA,EUR,1.53,2.13446442,209
15549,01W,20110110,UNICREDIT SPA,EUR,1.474,2.13446442,209
15549,01W,20110111,UNICREDIT SPA,EUR,1.508,2.13446442,209
15549,01W,20110112,UNICREDIT SPA,EUR,1.654,2.13446442,209
15549,01W,20110113,UNICREDIT SPA,EUR,1.7,2.13446442,209
15549,01W,20110114,UNICREDIT SPA,EUR,1.714,2.13446442,209
15549,01W,20110117,UNICREDIT SPA,EUR,1.701,2.13446442,209
15549,01W,20110118,UNICREDIT SPA,EUR,1.731,2.13446442,209
15549,01W,20110119,UNICREDIT SPA,EUR,1.783,2.13446442,209
15549,01W,20110120,UNICREDIT SPA,EUR,1.822,2.13446442,209
15549,01W,20110121,UNICREDIT SPA,EUR,1.837,2.13446442,209
15549,01W,20110124,UNICREDIT SPA,EUR,1.878,2.13446442,209
15549,01W,20110125,UNICREDIT SPA,EUR,1.831,2.13446442,209
15549,01W,20110126,UNICREDIT SPA,EUR,1.804,2.13446442,209
15549,01W,20110127,UNICREDIT SPA,EUR,1.848,2.13446442,209
15549,01W,20110128,UNICREDIT SPA,EUR,1.827,2.13446442,209
15549,01W,20110131,UNICREDIT SPA,EUR,1.809,2.13446442,209
15549,01W,20110201,UNICREDIT SPA,EUR,1.829,2.13446442,209
15549,01W,20110202,UNICREDIT SPA,EUR,1.884,2.13446442,209
15549,01W,20110203,UNICREDIT SPA,EUR,1.845,2.13446442,209
15549,01W,20110204,UNICREDIT SPA,EUR,1.884,2.13446442,209
15549,01W,20110207,UNICREDIT SPA,EUR,1.906,2.13446442,209
15549,01W,20110208,UNICREDIT SPA,EUR,1.871,2.13446442,209
15549,01W,20110209,UNICREDIT SPA,EUR,1.864,2.13446442,209
15549,01W,20110210,UNICREDIT SPA,EUR,1.85,2.13446442,209
15549,01W,20110211,UNICREDIT SPA,EUR,1.863,2.13446442,209
15549,01W,20110214,UNICREDIT SPA,EUR,1.846,2.13446442,209
15549,01W,20110215,UNICREDIT SPA,EUR,1.906,2.13446442,209
15549,01W,20110216,UNICREDIT SPA,EUR,1.981,2.13446442,209
15549,01W,20110217,UNICREDIT SPA,EUR,1.997,2.13446442,209
15549,01W,20110218,UNICREDIT SPA,EUR,1.983,2.13446442,209
15549,01W,20110221,UNICREDIT SPA,EUR,1.869,2.13446442,209
15549,01W,20110222,UNICREDIT SPA,EUR,1.835,2.13446442,209
15549,01W,20110223,UNICREDIT SPA,EUR,1.849,2.13446442,209
15549,01W,20110224,UNICREDIT SPA,EUR,1.84,2.13446442,209
15549,01W,20110225,UNICREDIT SPA,EUR,1.874,2.13446442,209
15549,01W,20110228,UNICREDIT SPA,EUR,1.863,2.13446442,209
15549,01W,20110301,UNICREDIT SPA,EUR,1.827,2.13446442,209
15549,01W,20110302,UNICREDIT SPA,EUR,1.831,2.13446442,209
15549,01W,20110303,UNICREDIT SPA,EUR,1.804,2.13446442,209
15549,01W,20110304,UNICREDIT SPA,EUR,1.81,2.13446442,209
15549,01W,20110307,UNICREDIT SPA,EUR,1.784,2.13446442,209
15549,01W,20110308,UNICREDIT SPA,EUR,1.8,2.13446442,209
15549,01W,20110309,UNICREDIT SPA,EUR,1.822,2.13446442,209
15549,01W,20110310,UNICREDIT SPA,EUR,1.791,2.13446442,209
15549,01W,20110311,UNICREDIT SPA,EUR,1.77,2.13446442,209
15549,01W,20110314,UNICREDIT SPA,EUR,1.838,2.13446442,209
15549,01W,20110315,UNICREDIT SPA,EUR,1.787,2.13446442,209
15549,01W,20110316,UNICREDIT SPA,EUR,1.714,2.13446442,209
15549,01W,20110317,UNICREDIT SPA,EUR,1.719,2.13446442,209
15549,01W,20110318,UNICREDIT SPA,EUR,1.726,2.13446442,209
15549,01W,20110321,UNICREDIT SPA,EUR,1.768,2.13446442,209
15549,01W,20110322,UNICREDIT SPA,EUR,1.756,2.13446442,209
15549,01W,20110323,UNICREDIT SPA,EUR,1.794,2.13446442,209
15549,01W,20110324,UNICREDIT SPA,EUR,1.872,2.13446442,209
15549,01W,20110325,UNICREDIT SPA,EUR,1.87,2.13446442,209
15549,01W,20110328,UNICREDIT SPA,EUR,1.877,2.13446442,209
15549,01W,20110329,UNICREDIT SPA,EUR,1.808,2.13446442,209
15549,01W,20110330,UNICREDIT SPA,EUR,1.811,2.13446442,209
15549,01W,20110331,UNICREDIT SPA,EUR,1.744,2.13446442,209
15549,01W,20110401,UNICREDIT SPA,EUR,1.747,2.13446442,209
15549,01W,20110404,UNICREDIT SPA,EUR,1.718,2.13446442,209
15549,01W,20110405,UNICREDIT SPA,EUR,1.732,2.13446442,209
15549,01W,20110406,UNICREDIT SPA,EUR,1.792,2.13446442,209
15549,01W,20110407,UNICREDIT SPA,EUR,1.797,2.13446442,209
15549,01W,20110408,UNICREDIT SPA,EUR,1.794,2.13446442,209
15549,01W,20110411,UNICREDIT SPA,EUR,1.803,2.13446442,209
15549,01W,20110412,UNICREDIT SPA,EUR,1.766,2.13446442,209
15549,01W,20110413,UNICREDIT SPA,EUR,1.757,2.13446442,209
15549,01W,20110414,UNICREDIT SPA,EUR,1.712,2.13446442,209
15549,01W,20110415,UNICREDIT SPA,EUR,1.707,2.13446442,209
15549,01W,20110418,UNICREDIT SPA,EUR,1.636,2.13446442,209
15549,01W,20110419,UNICREDIT SPA,EUR,1.634,2.13446442,209
15549,01W,20110420,UNICREDIT SPA,EUR,1.619,2.13446442,209
15549,01W,20110421,UNICREDIT SPA,EUR,1.691,2.13446442,209
15549,01W,20110422,UNICREDIT SPA,EUR,1.691,2.13446442,209
15549,01W,20110425,UNICREDIT SPA,EUR,1.691,2.13446442,209
15549,01W,20110426,UNICREDIT SPA,EUR,1.687,2.13446442,209
15549,01W,20110427,UNICREDIT SPA,EUR,1.733,2.13446442,209
15549,01W,20110428,UNICREDIT SPA,EUR,1.73,2.13446442,209
15549,01W,20110429,UNICREDIT SPA,EUR,1.738,2.13446442,209
15549,01W,20110502,UNICREDIT SPA,EUR,1.73,2.13446442,209
15549,01W,20110503,UNICREDIT SPA,EUR,1.726,2.13446442,209
15549,01W,20110504,UNICREDIT SPA,EUR,1.676,2.13446442,209
15549,01W,20110505,UNICREDIT SPA,EUR,1.646,2.13446442,209
15549,01W,20110506,UNICREDIT SPA,EUR,1.675,2.13446442,209
15549,01W,20110509,UNICREDIT SPA,EUR,1.621,2.13446442,209
15549,01W,20110510,UNICREDIT SPA,EUR,1.659,2.13446442,209
15549,01W,20110511,UNICREDIT SPA,EUR,1.646,2.13446442,209
15549,01W,20110512,UNICREDIT SPA,EUR,1.64,2.13446442,209
15549,01W,20110513,UNICREDIT SPA,EUR,1.669,2.13446442,209
15549,01W,20110516,UNICREDIT SPA,EUR,1.644,2.13446442,209
15549,01W,20110517,UNICREDIT SPA,EUR,1.626,2.13446442,209
15549,01W,20110518,UNICREDIT SPA,EUR,1.611,2.13446442,209
15549,01W,20110519,UNICREDIT SPA,EUR,1.631,2.13446442,209
15549,01W,20110520,UNICREDIT SPA,EUR,1.569,2.13446442,209
15549,01W,20110523,UNICREDIT SPA,EUR,1.53,2.17631667,209
15549,01W,20110524,UNICREDIT SPA,EUR,1.527,2.17631667,209
15549,01W,20110525,UNICREDIT SPA,EUR,1.568,2.17631667,209
15549,01W,20110526,UNICREDIT SPA,EUR,1.523,2.17631667,209
15549,01W,20110527,UNICREDIT SPA,EUR,1.553,2.17631667,209
15549,01W,20110530,UNICREDIT SPA,EUR,1.537,2.17631667,209
15549,01W,20110531,UNICREDIT SPA,EUR,1.579,2.17631667,209
15549,01W,20110601,UNICREDIT SPA,EUR,1.537,2.17631667,209
15549,01W,20110602,UNICREDIT SPA,EUR,1.543,2.17631667,209
15549,01W,20110603,UNICREDIT SPA,EUR,1.568,2.17631667,209
15549,01W,20110606,UNICREDIT SPA,EUR,1.52,2.17631667,209
15549,01W,20110607,UNICREDIT SPA,EUR,1.53,2.17631667,209
15549,01W,20110608,UNICREDIT SPA,EUR,1.5,2.17631667,209
15549,01W,20110609,UNICREDIT SPA,EUR,1.497,2.17631667,209
15549,01W,20110610,UNICREDIT SPA,EUR,1.482,2.17631667,209
15549,01W,20110613,UNICREDIT SPA,EUR,1.48,2.17631667,209
15549,01W,20110614,UNICREDIT SPA,EUR,1.517,2.17631667,209
15549,01W,20110615,UNICREDIT SPA,EUR,1.467,2.17631667,209
15549,01W,20110616,UNICREDIT SPA,EUR,1.459,2.17631667,209
15549,01W,20110617,UNICREDIT SPA,EUR,1.523,2.17631667,209
15549,01W,20110620,UNICREDIT SPA,EUR,1.488,2.17631667,209
15549,01W,20110621,UNICREDIT SPA,EUR,1.52,2.17631667,209
15549,01W,20110622,UNICREDIT SPA,EUR,1.518,2.17631667,209
15549,01W,20110623,UNICREDIT SPA,EUR,1.443,2.17631667,209
15549,01W,20110624,UNICREDIT SPA,EUR,1.363,2.17631667,209
15549,01W,20110627,UNICREDIT SPA,EUR,1.37,2.17631667,209
15549,01W,20110628,UNICREDIT SPA,EUR,1.401,2.17631667,209
15549,01W,20110629,UNICREDIT SPA,EUR,1.421,2.17631667,209
15549,01W,20110630,UNICREDIT SPA,EUR,1.46,2.17631667,209
15549,01W,20110701,UNICREDIT SPA,EUR,1.537,2.17631667,209
15549,01W,20110704,UNICREDIT SPA,EUR,1.515,2.17631667,209
15549,01W,20110705,UNICREDIT SPA,EUR,1.502,2.17631667,209
15549,01W,20110706,UNICREDIT SPA,EUR,1.396,2.17631667,209
15549,01W,20110707,UNICREDIT SPA,EUR,1.337,2.17631667,209
15549,01W,20110708,UNICREDIT SPA,EUR,1.232,2.17631667,209
15549,01W,20110711,UNICREDIT SPA,EUR,1.154,2.17631667,209
15549,01W,20110712,UNICREDIT SPA,EUR,1.222,2.17631667,209
15549,01W,20110713,UNICREDIT SPA,EUR,1.24,2.17631667,209
15549,01W,20110714,UNICREDIT SPA,EUR,1.236,2.17631667,209
15549,01W,20110715,UNICREDIT SPA,EUR,1.21,2.17631667,209
15549,01W,20110718,UNICREDIT SPA,EUR,1.133,2.17631667,209
15549,01W,20110719,UNICREDIT SPA,EUR,1.186,2.17631667,209
15549,01W,20110720,UNICREDIT SPA,EUR,1.256,2.17631667,209
15549,01W,20110721,UNICREDIT SPA,EUR,1.381,2.17631667,209
15549,01W,20110722,UNICREDIT SPA,EUR,1.318,2.17631667,209
15549,01W,20110725,UNICREDIT SPA,EUR,1.225,2.17631667,209
15549,01W,20110726,UNICREDIT SPA,EUR,1.279,2.17631667,209
15549,01W,20110727,UNICREDIT SPA,EUR,1.224,2.17631667,209
15549,01W,20110728,UNICREDIT SPA,EUR,1.259,2.17631667,209
15549,01W,20110729,UNICREDIT SPA,EUR,1.25,2.17631667,209
15549,01W,20110801,UNICREDIT SPA,EUR,1.196,2.17631667,209
15549,01W,20110802,UNICREDIT SPA,EUR,1.127,2.17631667,209
15549,01W,20110803,UNICREDIT SPA,EUR,1.147,2.17631667,209
15549,01W,20110804,UNICREDIT SPA,EUR,1.04,2.17631667,209
15549,01W,20110805,UNICREDIT SPA,EUR,1.063,2.17631667,209
15549,01W,20110808,UNICREDIT SPA,EUR,1.067,2.17631667,209
15549,01W,20110809,UNICREDIT SPA,EUR,1.067,2.17631667,209
15549,01W,20110810,UNICREDIT SPA,EUR,0.967,2.17631667,209
15549,01W,20110811,UNICREDIT SPA,EUR,1,2.17631667,209
15549,01W,20110812,UNICREDIT SPA,EUR,1.056,2.17631667,209
15549,01W,20110815,UNICREDIT SPA,EUR,1.056,2.17631667,209
15549,01W,20110816,UNICREDIT SPA,EUR,1.049,2.17631667,209
15549,01W,20110817,UNICREDIT SPA,EUR,1.032,2.17631667,209
15549,01W,20110818,UNICREDIT SPA,EUR,0.9555,2.17631667,209
15549,01W,20110819,UNICREDIT SPA,EUR,0.9,2.17631667,209
15549,01W,20110822,UNICREDIT SPA,EUR,0.899,2.17631667,209
15549,01W,20110823,UNICREDIT SPA,EUR,0.8755,2.17631667,209
15549,01W,20110824,UNICREDIT SPA,EUR,0.8915,2.17631667,209
15549,01W,20110825,UNICREDIT SPA,EUR,0.9065,2.17631667,209
15549,01W,20110826,UNICREDIT SPA,EUR,0.908,2.17631667,209
15549,01W,20110829,UNICREDIT SPA,EUR,0.929,2.17631667,209
15549,01W,20110830,UNICREDIT SPA,EUR,0.9175,2.17631667,209
15549,01W,20110831,UNICREDIT SPA,EUR,0.9425,2.17631667,209
15549,01W,20110901,UNICREDIT SPA,EUR,0.948,2.17631667,209
15549,01W,20110902,UNICREDIT SPA,EUR,0.8975,2.17631667,209
15549,01W,20110905,UNICREDIT SPA,EUR,0.832,2.17631667,209
15549,01W,20110906,UNICREDIT SPA,EUR,0.795,2.17631667,209
15549,01W,20110907,UNICREDIT SPA,EUR,0.8345,2.17631667,209
15549,01W,20110908,UNICREDIT SPA,EUR,0.839,2.17631667,209
15549,01W,20110909,UNICREDIT SPA,EUR,0.77,2.17631667,209
15549,01W,20110912,UNICREDIT SPA,EUR,0.686,2.17631667,209
15549,01W,20110913,UNICREDIT SPA,EUR,0.737,2.17631667,209
15549,01W,20110914,UNICREDIT SPA,EUR,0.725,2.17631667,209
15549,01W,20110915,UNICREDIT SPA,EUR,0.775,2.17631667,209
15549,01W,20110916,UNICREDIT SPA,EUR,0.7205,2.17631667,209
15549,01W,20110919,UNICREDIT SPA,EUR,0.711,2.17631667,209
15549,01W,20110920,UNICREDIT SPA,EUR,0.7145,2.17631667,209
15549,01W,20110921,UNICREDIT SPA,EUR,0.694,2.17631667,209
15549,01W,20110922,UNICREDIT SPA,EUR,0.6505,2.17631667,209
15549,01W,20110923,UNICREDIT SPA,EUR,0.679,2.17631667,209
15549,01W,20110926,UNICREDIT SPA,EUR,0.722,2.17631667,209
15549,01W,20110927,UNICREDIT SPA,EUR,0.7715,2.17631667,209
15549,01W,20110928,UNICREDIT SPA,EUR,0.77,2.17631667,209
15549,01W,20110929,UNICREDIT SPA,EUR,0.8165,2.17631667,209
15549,01W,20110930,UNICREDIT SPA,EUR,0.8025,2.17631667,209
15549,01W,20111003,UNICREDIT SPA,EUR,0.7775,2.17631667,209
15549,01W,20111004,UNICREDIT SPA,EUR,0.7425,2.17631667,209
15549,01W,20111005,UNICREDIT SPA,EUR,0.795,2.17631667,209
15549,01W,20111006,UNICREDIT SPA,EUR,0.8255,2.17631667,209
15549,01W,20111007,UNICREDIT SPA,EUR,0.86,2.17631667,209
15549,01W,20111010,UNICREDIT SPA,EUR,0.965,2.17631667,209
15549,01W,20111011,UNICREDIT SPA,EUR,1.03,2.17631667,209
15549,01W,20111012,UNICREDIT SPA,EUR,1.054,2.17631667,209
15549,01W,20111013,UNICREDIT SPA,EUR,0.9265,2.17631667,209
15549,01W,20111014,UNICREDIT SPA,EUR,0.948,2.17631667,209
15549,01W,20111017,UNICREDIT SPA,EUR,0.89,2.17631667,209
15549,01W,20111018,UNICREDIT SPA,EUR,0.914,2.17631667,209
15549,01W,20111019,UNICREDIT SPA,EUR,0.9615,2.17631667,209
15549,01W,20111020,UNICREDIT SPA,EUR,0.846,2.17631667,209
15549,01W,20111021,UNICREDIT SPA,EUR,0.902,2.17631667,209
15549,01W,20111024,UNICREDIT SPA,EUR,0.897,2.17631667,209
15549,01W,20111025,UNICREDIT SPA,EUR,0.8665,2.17631667,209
15549,01W,20111026,UNICREDIT SPA,EUR,0.8745,2.17631667,209
15549,01W,20111027,UNICREDIT SPA,EUR,0.94,2.17631667,209
15549,01W,20111028,UNICREDIT SPA,EUR,0.899,2.17631667,209
15549,01W,20111031,UNICREDIT SPA,EUR,0.848,2.17631667,209
15549,01W,20111101,UNICREDIT SPA,EUR,0.7425,2.17631667,209
15549,01W,20111102,UNICREDIT SPA,EUR,0.797,2.17631667,209
15549,01W,20111103,UNICREDIT SPA,EUR,0.8315,2.17631667,209
15549,01W,20111104,UNICREDIT SPA,EUR,0.777,2.17631667,209
15549,01W,20111107,UNICREDIT SPA,EUR,0.7915,2.17631667,209
15549,01W,20111108,UNICREDIT SPA,EUR,0.808,2.17631667,209
15549,01W,20111109,UNICREDIT SPA,EUR,0.753,2.17631667,209
15549,01W,20111110,UNICREDIT SPA,EUR,0.7825,2.17631667,209
15549,01W,20111111,UNICREDIT SPA,EUR,0.825,2.17631667,209
15549,01W,20111114,UNICREDIT SPA,EUR,0.774,2.17631667,209
15549,01W,20111115,UNICREDIT SPA,EUR,0.7395,2.17631667,209
15549,01W,20111116,UNICREDIT SPA,EUR,0.75,2.17631667,209
15549,01W,20111117,UNICREDIT SPA,EUR,0.745,2.17631667,209
15549,01W,20111118,UNICREDIT SPA,EUR,0.7535,2.17631667,209
15549,01W,20111121,UNICREDIT SPA,EUR,0.731,2.17631667,209
15549,01W,20111122,UNICREDIT SPA,EUR,0.7005,2.17631667,209
15549,01W,20111123,UNICREDIT SPA,EUR,0.6755,2.17631667,209
15549,01W,20111124,UNICREDIT SPA,EUR,0.6945,2.17631667,209
15549,01W,20111125,UNICREDIT SPA,EUR,0.7005,2.17631667,209
15549,01W,20111128,UNICREDIT SPA,EUR,0.7575,2.17631667,209
15549,01W,20111129,UNICREDIT SPA,EUR,0.75,2.17631667,209
15549,01W,20111130,UNICREDIT SPA,EUR,0.773,2.17631667,209
15549,01W,20111201,UNICREDIT SPA,EUR,0.7695,2.17631667,209
15549,01W,20111202,UNICREDIT SPA,EUR,0.793,2.17631667,209
15549,01W,20111205,UNICREDIT SPA,EUR,0.836,2.17631667,209
15549,01W,20111206,UNICREDIT SPA,EUR,0.825,2.17631667,209
15549,01W,20111207,UNICREDIT SPA,EUR,0.805,2.17631667,209
15549,01W,20111208,UNICREDIT SPA,EUR,0.747,2.17631667,209
15549,01W,20111209,UNICREDIT SPA,EUR,0.8,2.17631667,209
15549,01W,20111212,UNICREDIT SPA,EUR,0.7535,2.17631667,209
15549,01W,20111213,UNICREDIT SPA,EUR,0.725,2.17631667,209
15549,01W,20111214,UNICREDIT SPA,EUR,0.701,2.17631667,209
15549,01W,20111215,UNICREDIT SPA,EUR,0.709,2.17631667,209
15549,01W,20111216,UNICREDIT SPA,EUR,0.681,2.17631667,209
15549,01W,20111219,UNICREDIT SPA,EUR,0.696,2.17631667,209
15549,01W,20111220,UNICREDIT SPA,EUR,0.74,2.17631667,209
15549,01W,20111221,UNICREDIT SPA,EUR,0.7075,2.17631667,209
15549,01W,20111222,UNICREDIT SPA,EUR,0.715,2.17631667,209
15549,01W,20111223,UNICREDIT SPA,EUR,0.6905,2.17631667,209
15549,01W,20111226,UNICREDIT SPA,EUR,0.6905,2.17631667,209
15549,01W,20111227,UNICREDIT SPA,EUR,6.575,2.17631667,209
15549,01W,20111228,UNICREDIT SPA,EUR,6.51,2.17631667,209
15549,01W,20111229,UNICREDIT SPA,EUR,6.41,2.17631667,209
15549,01W,20111230,UNICREDIT SPA,EUR,6.42,2.17631667,209
15549,01W,20120102,UNICREDIT SPA,EUR,6.49,2.17631667,209
15549,01W,20120103,UNICREDIT SPA,EUR,6.33,2.17631667,209
15549,01W,20120104,UNICREDIT SPA,EUR,5.415,2.17631667,209
15549,01W,20120105,UNICREDIT SPA,EUR,4.48,2.17631667,209
15549,01W,20120106,UNICREDIT SPA,EUR,3.982,2.17631667,209
15549,01W,20120109,UNICREDIT SPA,EUR,2.286,2.17631667,209
15549,01W,20120110,UNICREDIT SPA,EUR,2.424,2.17631667,209
15549,01W,20120111,UNICREDIT SPA,EUR,2.558,2.17631667,209
15549,01W,20120112,UNICREDIT SPA,EUR,2.904,2.17631667,209
15549,01W,20120113,UNICREDIT SPA,EUR,2.918,2.17631667,209
15549,01W,20120116,UNICREDIT SPA,EUR,2.93,2.17631667,209
15549,01W,20120117,UNICREDIT SPA,EUR,3.012,2.17631667,209
15549,01W,20120118,UNICREDIT SPA,EUR,2.976,2.17631667,209
15549,01W,20120119,UNICREDIT SPA,EUR,3.36,2.17631667,209
15549,01W,20120120,UNICREDIT SPA,EUR,3.314,2.17631667,209
15549,01W,20120123,UNICREDIT SPA,EUR,3.66,2.17631667,209
15549,01W,20120124,UNICREDIT SPA,EUR,3.752,2.17631667,209
15549,01W,20120125,UNICREDIT SPA,EUR,3.8,2.17631667,209
15549,01W,20120126,UNICREDIT SPA,EUR,3.822,2.17631667,209
15549,01W,20120127,UNICREDIT SPA,EUR,3.65,2.17631667,209
15549,01W,20120130,UNICREDIT SPA,EUR,3.564,2.17631667,209
15549,01W,20120131,UNICREDIT SPA,EUR,3.79,2.17631667,209
15549,01W,20120201,UNICREDIT SPA,EUR,3.972,2.17631667,209
15549,01W,20120202,UNICREDIT SPA,EUR,3.974,2.17631667,209
15549,01W,20120203,UNICREDIT SPA,EUR,4.118,2.17631667,209
15549,01W,20120206,UNICREDIT SPA,EUR,4.184,2.17631667,209
15549,01W,20120207,UNICREDIT SPA,EUR,4.38,2.17631667,209
15549,01W,20120208,UNICREDIT SPA,EUR,4.478,2.17631667,209
15549,01W,20120209,UNICREDIT SPA,EUR,4.434,2.17631667,209
15549,01W,20120210,UNICREDIT SPA,EUR,4.224,2.17631667,209
15549,01W,20120213,UNICREDIT SPA,EUR,4.064,2.17631667,209
15549,01W,20120214,UNICREDIT SPA,EUR,4.072,2.17631667,209
15549,01W,20120215,UNICREDIT SPA,EUR,4.16,2.17631667,209
15549,01W,20120216,UNICREDIT SPA,EUR,4.158,2.17631667,209
15549,01W,20120217,UNICREDIT SPA,EUR,4.22,2.17631667,209
15549,01W,20120220,UNICREDIT SPA,EUR,4.28,2.17631667,209
15549,01W,20120221,UNICREDIT SPA,EUR,4.224,2.17631667,209
15549,01W,20120222,UNICREDIT SPA,EUR,4.062,2.17631667,209
15549,01W,20120223,UNICREDIT SPA,EUR,3.81,2.17631667,209
15549,01W,20120224,UNICREDIT SPA,EUR,3.894,2.17631667,209
15549,01W,20120227,UNICREDIT SPA,EUR,3.804,2.17631667,209
15549,01W,20120228,UNICREDIT SPA,EUR,3.84,2.17631667,209
15549,01W,20120229,UNICREDIT SPA,EUR,3.906,2.17631667,209
15549,01W,20120301,UNICREDIT SPA,EUR,4.132,2.17631667,209
15549,01W,20120302,UNICREDIT SPA,EUR,4.12,2.17631667,209
15549,01W,20120305,UNICREDIT SPA,EUR,4.092,2.17631667,209
15549,01W,20120306,UNICREDIT SPA,EUR,3.88,2.17631667,209
15549,01W,20120307,UNICREDIT SPA,EUR,4.002,2.17631667,209
15549,01W,20120308,UNICREDIT SPA,EUR,4.076,2.17631667,209
15549,01W,20120309,UNICREDIT SPA,EUR,3.952,2.17631667,209
15549,01W,20120312,UNICREDIT SPA,EUR,3.9,2.17631667,209
15549,01W,20120313,UNICREDIT SPA,EUR,4.052,2.17631667,209
15549,01W,20120314,UNICREDIT SPA,EUR,4.06,2.17631667,209
15549,01W,20120315,UNICREDIT SPA,EUR,4.11,2.17631667,209
15549,01W,20120316,UNICREDIT SPA,EUR,4.162,2.17631667,209
15549,01W,20120319,UNICREDIT SPA,EUR,4.17,2.17631667,209
15549,01W,20120320,UNICREDIT SPA,EUR,4.14,2.17631667,209
15549,01W,20120321,UNICREDIT SPA,EUR,4.004,2.17631667,209
15549,01W,20120322,UNICREDIT SPA,EUR,3.922,2.17631667,209
15549,01W,20120323,UNICREDIT SPA,EUR,3.964,2.17631667,209
15549,01W,20120326,UNICREDIT SPA,EUR,3.97,2.17631667,209
15549,01W,20120327,UNICREDIT SPA,EUR,3.974,2.17631667,209
15549,01W,20120328,UNICREDIT SPA,EUR,3.992,2.17631667,209
15549,01W,20120329,UNICREDIT SPA,EUR,3.76,2.17631667,209
15549,01W,20120330,UNICREDIT SPA,EUR,3.756,2.17631667,209
15549,01W,20120402,UNICREDIT SPA,EUR,3.702,2.17631667,209
15549,01W,20120403,UNICREDIT SPA,EUR,3.518,2.17631667,209
15549,01W,20120404,UNICREDIT SPA,EUR,3.414,2.17631667,209
15549,01W,20120405,UNICREDIT SPA,EUR,3.308,2.17631667,209
15549,01W,20120406,UNICREDIT SPA,EUR,3.308,2.17631667,209
15549,01W,20120409,UNICREDIT SPA,EUR,3.308,2.17631667,209
15549,01W,20120410,UNICREDIT SPA,EUR,3.04,2.17631667,209
15549,01W,20120411,UNICREDIT SPA,EUR,3.206,2.17631667,209
15549,01W,20120412,UNICREDIT SPA,EUR,3.228,2.17631667,209
15549,01W,20120413,UNICREDIT SPA,EUR,3.034,2.17631667,209
15549,01W,20120416,UNICREDIT SPA,EUR,3.02,2.17631667,209
15549,01W,20120417,UNICREDIT SPA,EUR,3.236,2.17631667,209
15549,01W,20120418,UNICREDIT SPA,EUR,3.078,2.17631667,209
15549,01W,20120419,UNICREDIT SPA,EUR,2.982,2.17631667,209
15549,01W,20120420,UNICREDIT SPA,EUR,2.99,2.17631667,209
15549,01W,20120423,UNICREDIT SPA,EUR,2.798,2.17631667,209
15549,01W,20120424,UNICREDIT SPA,EUR,2.904,2.17631667,209
15549,01W,20120425,UNICREDIT SPA,EUR,3.1,2.17631667,209
15549,01W,20120426,UNICREDIT SPA,EUR,3.014,2.17631667,209
15549,01W,20120427,UNICREDIT SPA,EUR,3.076,2.17631667,209
15549,01W,20120430,UNICREDIT SPA,EUR,3.006,2.17631667,209
15549,01W,20120501,UNICREDIT SPA,EUR,3.006,2.17631667,209
15549,01W,20120502,UNICREDIT SPA,EUR,2.836,2.17631667,209
15549,01W,20120503,UNICREDIT SPA,EUR,2.704,2.17631667,209
15549,01W,20120504,UNICREDIT SPA,EUR,2.698,2.17631667,209
15549,01W,20120507,UNICREDIT SPA,EUR,2.85,2.17631667,209
15549,01W,20120508,UNICREDIT SPA,EUR,2.79,2.17631667,209
15549,01W,20120509,UNICREDIT SPA,EUR,2.662,2.17631667,209
15549,01W,20120510,UNICREDIT SPA,EUR,2.842,2.17631667,209
15549,01W,20120511,UNICREDIT SPA,EUR,2.812,2.17631667,209
15549,01W,20120514,UNICREDIT SPA,EUR,2.674,2.17631667,209
15549,01W,20120515,UNICREDIT SPA,EUR,2.526,2.17631667,209
15549,01W,20120516,UNICREDIT SPA,EUR,2.54,2.17631667,209
15549,01W,20120517,UNICREDIT SPA,EUR,2.422,2.17631667,209
15549,01W,20120518,UNICREDIT SPA,EUR,2.432,2.17631667,209
15549,01W,20120521,UNICREDIT SPA,EUR,2.478,2.17631667,209
15549,01W,20120522,UNICREDIT SPA,EUR,2.62,2.17631667,209
15549,01W,20120523,UNICREDIT SPA,EUR,2.536,2.17631667,209
15549,01W,20120524,UNICREDIT SPA,EUR,2.518,2.17631667,209
15549,01W,20120525,UNICREDIT SPA,EUR,2.534,2.17631667,209
15549,01W,20120528,UNICREDIT SPA,EUR,2.498,2.17631667,209
15549,01W,20120529,UNICREDIT SPA,EUR,2.462,2.17631667,209
15549,01W,20120530,UNICREDIT SPA,EUR,2.468,2.17631667,209
15549,01W,20120531,UNICREDIT SPA,EUR,2.478,2.17631667,209
15549,01W,20120601,UNICREDIT SPA,EUR,2.498,2.17631667,209
15549,01W,20120604,UNICREDIT SPA,EUR,2.61,2.17631667,209
15549,01W,20120605,UNICREDIT SPA,EUR,2.672,2.17631667,209
15549,01W,20120606,UNICREDIT SPA,EUR,2.79,2.17631667,209
15549,01W,20120607,UNICREDIT SPA,EUR,2.79,2.17631667,209
15549,01W,20120608,UNICREDIT SPA,EUR,2.724,2.17631667,209
15549,01W,20120611,UNICREDIT SPA,EUR,2.484,2.17631667,209
