gvkey,iid,datadate,conm,curcdd,prccd,exchg,isin,sedol,cik
019661,01W,20150722,TOYOTA MOTOR CORP,JPY,8278.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150723,TOYOTA MOTOR CORP,JPY,8277.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150724,TOYOTA MOTOR CORP,JPY,8277.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150727,TOYOTA MOTOR CORP,JPY,8183.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150728,TOYOTA MOTOR CORP,JPY,8077.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150729,TOYOTA MOTOR CORP,JPY,8112.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150730,TOYOTA MOTOR CORP,JPY,8163.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150731,TOYOTA MOTOR CORP,JPY,8253.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150803,TOYOTA MOTOR CORP,JPY,8200.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150804,TOYOTA MOTOR CORP,JPY,8121.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150805,TOYOTA MOTOR CORP,JPY,7930.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150806,TOYOTA MOTOR CORP,JPY,8033.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150807,TOYOTA MOTOR CORP,JPY,8118.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150810,TOYOTA MOTOR CORP,JPY,8144.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150811,TOYOTA MOTOR CORP,JPY,8122.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150812,TOYOTA MOTOR CORP,JPY,7987.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150813,TOYOTA MOTOR CORP,JPY,7941.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150814,TOYOTA MOTOR CORP,JPY,7945.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150817,TOYOTA MOTOR CORP,JPY,7932.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150818,TOYOTA MOTOR CORP,JPY,7967.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150819,TOYOTA MOTOR CORP,JPY,7897.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150820,TOYOTA MOTOR CORP,JPY,7732.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150821,TOYOTA MOTOR CORP,JPY,7500.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150824,TOYOTA MOTOR CORP,JPY,6994.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150825,TOYOTA MOTOR CORP,JPY,6725.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150826,TOYOTA MOTOR CORP,JPY,6920.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150827,TOYOTA MOTOR CORP,JPY,7026.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150828,TOYOTA MOTOR CORP,JPY,7346.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150831,TOYOTA MOTOR CORP,JPY,7192.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150901,TOYOTA MOTOR CORP,JPY,7000.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150902,TOYOTA MOTOR CORP,JPY,7015.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150903,TOYOTA MOTOR CORP,JPY,7185.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150904,TOYOTA MOTOR CORP,JPY,7004.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150907,TOYOTA MOTOR CORP,JPY,7089.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150908,TOYOTA MOTOR CORP,JPY,7050.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150909,TOYOTA MOTOR CORP,JPY,7491.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150910,TOYOTA MOTOR CORP,JPY,7175.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150911,TOYOTA MOTOR CORP,JPY,7072.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150914,TOYOTA MOTOR CORP,JPY,7007.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150915,TOYOTA MOTOR CORP,JPY,7161.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150916,TOYOTA MOTOR CORP,JPY,7297.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150917,TOYOTA MOTOR CORP,JPY,7338.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150918,TOYOTA MOTOR CORP,JPY,7234.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150921,TOYOTA MOTOR CORP,JPY,7234.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150922,TOYOTA MOTOR CORP,JPY,7234.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150923,TOYOTA MOTOR CORP,JPY,7234.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150924,TOYOTA MOTOR CORP,JPY,7100.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150925,TOYOTA MOTOR CORP,JPY,7195.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150928,TOYOTA MOTOR CORP,JPY,7049.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150929,TOYOTA MOTOR CORP,JPY,6719.0000,264,JP3633400001,6900643,0001094517
019661,01W,20150930,TOYOTA MOTOR CORP,JPY,6971.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151001,TOYOTA MOTOR CORP,JPY,7151.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151002,TOYOTA MOTOR CORP,JPY,7257.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151005,TOYOTA MOTOR CORP,JPY,7246.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151006,TOYOTA MOTOR CORP,JPY,7218.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151007,TOYOTA MOTOR CORP,JPY,7351.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151008,TOYOTA MOTOR CORP,JPY,7349.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151009,TOYOTA MOTOR CORP,JPY,7500.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151012,TOYOTA MOTOR CORP,JPY,7500.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151013,TOYOTA MOTOR CORP,JPY,7316.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151014,TOYOTA MOTOR CORP,JPY,7188.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151015,TOYOTA MOTOR CORP,JPY,7251.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151016,TOYOTA MOTOR CORP,JPY,7400.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151019,TOYOTA MOTOR CORP,JPY,7356.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151020,TOYOTA MOTOR CORP,JPY,7320.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151021,TOYOTA MOTOR CORP,JPY,7467.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151022,TOYOTA MOTOR CORP,JPY,7428.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151023,TOYOTA MOTOR CORP,JPY,7522.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151026,TOYOTA MOTOR CORP,JPY,7560.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151027,TOYOTA MOTOR CORP,JPY,7522.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151028,TOYOTA MOTOR CORP,JPY,7550.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151029,TOYOTA MOTOR CORP,JPY,7457.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151030,TOYOTA MOTOR CORP,JPY,7469.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151102,TOYOTA MOTOR CORP,JPY,7387.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151103,TOYOTA MOTOR CORP,JPY,7387.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151104,TOYOTA MOTOR CORP,JPY,7456.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151105,TOYOTA MOTOR CORP,JPY,7495.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151106,TOYOTA MOTOR CORP,JPY,7502.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151109,TOYOTA MOTOR CORP,JPY,7625.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151110,TOYOTA MOTOR CORP,JPY,7629.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151111,TOYOTA MOTOR CORP,JPY,7598.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151112,TOYOTA MOTOR CORP,JPY,7588.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151113,TOYOTA MOTOR CORP,JPY,7525.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151116,TOYOTA MOTOR CORP,JPY,7411.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151117,TOYOTA MOTOR CORP,JPY,7545.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151118,TOYOTA MOTOR CORP,JPY,7599.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151119,TOYOTA MOTOR CORP,JPY,7620.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151120,TOYOTA MOTOR CORP,JPY,7583.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151123,TOYOTA MOTOR CORP,JPY,7583.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151124,TOYOTA MOTOR CORP,JPY,7636.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151125,TOYOTA MOTOR CORP,JPY,7600.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151126,TOYOTA MOTOR CORP,JPY,7687.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151127,TOYOTA MOTOR CORP,JPY,7670.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151130,TOYOTA MOTOR CORP,JPY,7657.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151201,TOYOTA MOTOR CORP,JPY,7762.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151202,TOYOTA MOTOR CORP,JPY,7820.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151203,TOYOTA MOTOR CORP,JPY,7827.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151204,TOYOTA MOTOR CORP,JPY,7692.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151207,TOYOTA MOTOR CORP,JPY,7704.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151208,TOYOTA MOTOR CORP,JPY,7601.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151209,TOYOTA MOTOR CORP,JPY,7654.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151210,TOYOTA MOTOR CORP,JPY,7601.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151211,TOYOTA MOTOR CORP,JPY,7685.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151214,TOYOTA MOTOR CORP,JPY,7463.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151215,TOYOTA MOTOR CORP,JPY,7324.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151216,TOYOTA MOTOR CORP,JPY,7612.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151217,TOYOTA MOTOR CORP,JPY,7703.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151218,TOYOTA MOTOR CORP,JPY,7658.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151221,TOYOTA MOTOR CORP,JPY,7579.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151222,TOYOTA MOTOR CORP,JPY,7635.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151223,TOYOTA MOTOR CORP,JPY,7635.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151224,TOYOTA MOTOR CORP,JPY,7540.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151225,TOYOTA MOTOR CORP,JPY,7483.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151228,TOYOTA MOTOR CORP,JPY,7484.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151229,TOYOTA MOTOR CORP,JPY,7454.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151230,TOYOTA MOTOR CORP,JPY,7488.0000,264,JP3633400001,6900643,0001094517
019661,01W,20151231,TOYOTA MOTOR CORP,JPY,7488.0000,264,JP3633400001,6900643,0001094517
