gvkey,iid,datadate,conm,curcdd,prccd,exchg,isin,sedol,cik
15362,01W,20150917,WESTPAC BANKING,AUD,31.35,106,AU000000WBC1,6076146,719245
15362,01W,20150918,WESTPAC BANKING,AUD,31.75,106,AU000000WBC1,6076146,719245
15362,01W,20150921,WESTPAC BANKING,AUD,30.85,106,AU000000WBC1,6076146,719245
15362,01W,20150922,WESTPAC BANKING,AUD,31.11,106,AU000000WBC1,6076146,719245
15362,01W,20150923,WESTPAC BANKING,AUD,29.97,106,AU000000WBC1,6076146,719245
15362,01W,20150924,WESTPAC BANKING,AUD,30.36,106,AU000000WBC1,6076146,719245
15362,01W,20150925,WESTPAC BANKING,AUD,29.95,106,AU000000WBC1,6076146,719245
15362,01W,20150928,WESTPAC BANKING,AUD,30.24,106,AU000000WBC1,6076146,719245
15362,01W,20150929,WESTPAC BANKING,AUD,29.1,106,AU000000WBC1,6076146,719245
15362,01W,20150930,WESTPAC BANKING,AUD,29.7,106,AU000000WBC1,6076146,719245
15362,01W,20151001,WESTPAC BANKING,AUD,30.39,106,AU000000WBC1,6076146,719245
15362,01W,20151002,WESTPAC BANKING,AUD,29.75,106,AU000000WBC1,6076146,719245
15362,01W,20151005,WESTPAC BANKING,AUD,30.1,106,AU000000WBC1,6076146,719245
15362,01W,20151006,WESTPAC BANKING,AUD,30.36,106,AU000000WBC1,6076146,719245
15362,01W,20151007,WESTPAC BANKING,AUD,30.52,106,AU000000WBC1,6076146,719245
15362,01W,20151008,WESTPAC BANKING,AUD,30.54,106,AU000000WBC1,6076146,719245
15362,01W,20151009,WESTPAC BANKING,AUD,30.86,106,AU000000WBC1,6076146,719245
15362,01W,20151012,WESTPAC BANKING,AUD,30.62,106,AU000000WBC1,6076146,719245
15362,01W,20151013,WESTPAC BANKING,AUD,30.44,106,AU000000WBC1,6076146,719245
15362,01W,20151014,WESTPAC BANKING,AUD,30.44,106,AU000000WBC1,6076146,719245
15362,01W,20151015,WESTPAC BANKING,AUD,30.44,106,AU000000WBC1,6076146,719245
15362,01W,20151016,WESTPAC BANKING,AUD,30.44,106,AU000000WBC1,6076146,719245
15362,01W,20151019,WESTPAC BANKING,AUD,31.34,106,AU000000WBC1,6076146,719245
15362,01W,20151020,WESTPAC BANKING,AUD,30.85,106,AU000000WBC1,6076146,719245
15362,01W,20151021,WESTPAC BANKING,AUD,30.75,106,AU000000WBC1,6076146,719245
15362,01W,20151022,WESTPAC BANKING,AUD,31.03,106,AU000000WBC1,6076146,719245
15362,01W,20151023,WESTPAC BANKING,AUD,31.56,106,AU000000WBC1,6076146,719245
15362,01W,20151026,WESTPAC BANKING,AUD,31.84,106,AU000000WBC1,6076146,719245
15362,01W,20151027,WESTPAC BANKING,AUD,31.77,106,AU000000WBC1,6076146,719245
15362,01W,20151028,WESTPAC BANKING,AUD,31.93,106,AU000000WBC1,6076146,719245
15362,01W,20151029,WESTPAC BANKING,AUD,31.92,106,AU000000WBC1,6076146,719245
15362,01W,20151030,WESTPAC BANKING,AUD,31.38,106,AU000000WBC1,6076146,719245
15362,01W,20151102,WESTPAC BANKING,AUD,30.61,106,AU000000WBC1,6076146,719245
15362,01W,20151103,WESTPAC BANKING,AUD,31.3,106,AU000000WBC1,6076146,719245
15362,01W,20151104,WESTPAC BANKING,AUD,31.27,106,AU000000WBC1,6076146,719245
15362,01W,20151105,WESTPAC BANKING,AUD,31.11,106,AU000000WBC1,6076146,719245
15362,01W,20151106,WESTPAC BANKING,AUD,31.65,106,AU000000WBC1,6076146,719245
15362,01W,20151109,WESTPAC BANKING,AUD,31.29,106,AU000000WBC1,6076146,719245
15362,01W,20151110,WESTPAC BANKING,AUD,30.9,106,AU000000WBC1,6076146,719245
15362,01W,20151111,WESTPAC BANKING,AUD,30.14,106,AU000000WBC1,6076146,719245
15362,01W,20151112,WESTPAC BANKING,AUD,30.61,106,AU000000WBC1,6076146,719245
15362,01W,20151113,WESTPAC BANKING,AUD,30.52,106,AU000000WBC1,6076146,719245
15362,01W,20151116,WESTPAC BANKING,AUD,30.02,106,AU000000WBC1,6076146,719245
15362,01W,20151117,WESTPAC BANKING,AUD,30.6,106,AU000000WBC1,6076146,719245
15362,01W,20151118,WESTPAC BANKING,AUD,30.77,106,AU000000WBC1,6076146,719245
15362,01W,20151119,WESTPAC BANKING,AUD,31.58,106,AU000000WBC1,6076146,719245
15362,01W,20151120,WESTPAC BANKING,AUD,31.86,106,AU000000WBC1,6076146,719245
15362,01W,20151123,WESTPAC BANKING,AUD,31.89,106,AU000000WBC1,6076146,719245
15362,01W,20151124,WESTPAC BANKING,AUD,31.71,106,AU000000WBC1,6076146,719245
15362,01W,20151125,WESTPAC BANKING,AUD,31.7,106,AU000000WBC1,6076146,719245
15362,01W,20151126,WESTPAC BANKING,AUD,32.09,106,AU000000WBC1,6076146,719245
15362,01W,20151127,WESTPAC BANKING,AUD,32.12,106,AU000000WBC1,6076146,719245
15362,01W,20151130,WESTPAC BANKING,AUD,32.15,106,AU000000WBC1,6076146,719245
15362,01W,20151201,WESTPAC BANKING,AUD,32.79,106,AU000000WBC1,6076146,719245
15362,01W,20151202,WESTPAC BANKING,AUD,33.1,106,AU000000WBC1,6076146,719245
15362,01W,20151203,WESTPAC BANKING,AUD,32.91,106,AU000000WBC1,6076146,719245
15362,01W,20151204,WESTPAC BANKING,AUD,32.3,106,AU000000WBC1,6076146,719245
15362,01W,20151207,WESTPAC BANKING,AUD,32.52,106,AU000000WBC1,6076146,719245
15362,01W,20151208,WESTPAC BANKING,AUD,32.24,106,AU000000WBC1,6076146,719245
15362,01W,20151209,WESTPAC BANKING,AUD,32.05,106,AU000000WBC1,6076146,719245
15362,01W,20151210,WESTPAC BANKING,AUD,31.41,106,AU000000WBC1,6076146,719245
15362,01W,20151211,WESTPAC BANKING,AUD,31.47,106,AU000000WBC1,6076146,719245
15362,01W,20151214,WESTPAC BANKING,AUD,30.66,106,AU000000WBC1,6076146,719245
15362,01W,20151215,WESTPAC BANKING,AUD,30.6,106,AU000000WBC1,6076146,719245
15362,01W,20151216,WESTPAC BANKING,AUD,31.46,106,AU000000WBC1,6076146,719245
15362,01W,20151217,WESTPAC BANKING,AUD,32.18,106,AU000000WBC1,6076146,719245
15362,01W,20151218,WESTPAC BANKING,AUD,32.28,106,AU000000WBC1,6076146,719245
15362,01W,20151221,WESTPAC BANKING,AUD,32.25,106,AU000000WBC1,6076146,719245
15362,01W,20151222,WESTPAC BANKING,AUD,32,106,AU000000WBC1,6076146,719245
15362,01W,20151223,WESTPAC BANKING,AUD,32.06,106,AU000000WBC1,6076146,719245
15362,01W,20151224,WESTPAC BANKING,AUD,32.54,106,AU000000WBC1,6076146,719245
15362,01W,20151225,WESTPAC BANKING,AUD,32.54,106,AU000000WBC1,6076146,719245
15362,01W,20151228,WESTPAC BANKING,AUD,32.54,106,AU000000WBC1,6076146,719245
15362,01W,20151229,WESTPAC BANKING,AUD,33.02,106,AU000000WBC1,6076146,719245
15362,01W,20151230,WESTPAC BANKING,AUD,33.66,106,AU000000WBC1,6076146,719245
15362,01W,20151231,WESTPAC BANKING,AUD,33.56,106,AU000000WBC1,6076146,719245
15362,01W,20160101,WESTPAC BANKING,AUD,33.56,106,AU000000WBC1,6076146,719245
15362,01W,20160104,WESTPAC BANKING,AUD,33,106,AU000000WBC1,6076146,719245
