gvkey,iid,datadate,conm,curcdd,prccd,exchg
015362,01W,20150319,WESTPAC BANKING,AUD,39.7100,106
015362,01W,20150320,WESTPAC BANKING,AUD,39.7300,106
015362,01W,20150323,WESTPAC BANKING,AUD,39.5600,106
015362,01W,20150324,WESTPAC BANKING,AUD,39.5700,106
015362,01W,20150325,WESTPAC BANKING,AUD,39.8900,106
015362,01W,20150326,WESTPAC BANKING,AUD,38.9500,106
015362,01W,20150327,WESTPAC BANKING,AUD,39.2000,106
015362,01W,20150330,WESTPAC BANKING,AUD,39.1300,106
015362,01W,20150331,WESTPAC BANKING,AUD,39.3800,106
015362,01W,20150401,WESTPAC BANKING,AUD,39.1800,106
015362,01W,20150402,WESTPAC BANKING,AUD,39.4500,106
015362,01W,20150403,WESTPAC BANKING,AUD,39.4500,106
015362,01W,20150406,WESTPAC BANKING,AUD,39.4500,106
015362,01W,20150407,WESTPAC BANKING,AUD,39.6600,106
015362,01W,20150408,WESTPAC BANKING,AUD,39.7600,106
015362,01W,20150409,WESTPAC BANKING,AUD,39.5200,106
015362,01W,20150410,WESTPAC BANKING,AUD,39.8800,106
015362,01W,20150413,WESTPAC BANKING,AUD,39.7700,106
015362,01W,20150414,WESTPAC BANKING,AUD,39.5600,106
015362,01W,20150415,WESTPAC BANKING,AUD,38.9200,106
015362,01W,20150416,WESTPAC BANKING,AUD,39.2700,106
015362,01W,20150417,WESTPAC BANKING,AUD,38.9000,106
015362,01W,20150420,WESTPAC BANKING,AUD,38.7900,106
015362,01W,20150421,WESTPAC BANKING,AUD,38.7900,106
015362,01W,20150422,WESTPAC BANKING,AUD,38.2900,106
015362,01W,20150423,WESTPAC BANKING,AUD,38.1800,106
015362,01W,20150424,WESTPAC BANKING,AUD,38.4200,106
015362,01W,20150427,WESTPAC BANKING,AUD,38.8500,106
015362,01W,20150428,WESTPAC BANKING,AUD,38.3900,106
015362,01W,20150429,WESTPAC BANKING,AUD,37.4000,106
015362,01W,20150430,WESTPAC BANKING,AUD,36.4600,106
015362,01W,20150501,WESTPAC BANKING,AUD,36.7300,106
015362,01W,20150504,WESTPAC BANKING,AUD,35.6000,106
015362,01W,20150505,WESTPAC BANKING,AUD,35.2800,106
015362,01W,20150506,WESTPAC BANKING,AUD,33.9900,106
015362,01W,20150507,WESTPAC BANKING,AUD,33.9000,106
015362,01W,20150508,WESTPAC BANKING,AUD,34.0500,106
015362,01W,20150511,WESTPAC BANKING,AUD,33.7000,106
015362,01W,20150512,WESTPAC BANKING,AUD,34.0600,106
015362,01W,20150513,WESTPAC BANKING,AUD,33.2700,106
015362,01W,20150514,WESTPAC BANKING,AUD,33.0300,106
015362,01W,20150515,WESTPAC BANKING,AUD,33.0500,106
015362,01W,20150518,WESTPAC BANKING,AUD,32.2200,106
015362,01W,20150519,WESTPAC BANKING,AUD,32.2800,106
015362,01W,20150520,WESTPAC BANKING,AUD,32.2600,106
015362,01W,20150521,WESTPAC BANKING,AUD,32.6500,106
015362,01W,20150522,WESTPAC BANKING,AUD,32.5600,106
015362,01W,20150525,WESTPAC BANKING,AUD,32.9600,106
015362,01W,20150526,WESTPAC BANKING,AUD,33.6500,106
015362,01W,20150527,WESTPAC BANKING,AUD,33.2000,106
015362,01W,20150528,WESTPAC BANKING,AUD,33.1200,106
015362,01W,20150529,WESTPAC BANKING,AUD,33.5600,106
015362,01W,20150601,WESTPAC BANKING,AUD,33.1200,106
