gvkey,iid,datadate,tic,conm,prccd
6307,3,1/2/2014,SHLDQ,SEARS HOLDINGS CORP,47.08
6307,3,1/3/2014,SHLDQ,SEARS HOLDINGS CORP,46.13
6307,3,1/6/2014,SHLDQ,SEARS HOLDINGS CORP,44.78
6307,3,1/7/2014,SHLDQ,SEARS HOLDINGS CORP,43.83
6307,3,1/8/2014,SHLDQ,SEARS HOLDINGS CORP,43.97
6307,3,1/9/2014,SHLDQ,SEARS HOLDINGS CORP,42.57
6307,3,1/10/2014,SHLDQ,SEARS HOLDINGS CORP,36.71
6307,3,1/13/2014,SHLDQ,SEARS HOLDINGS CORP,35.46
6307,3,1/14/2014,SHLDQ,SEARS HOLDINGS CORP,35.66
6307,3,1/15/2014,SHLDQ,SEARS HOLDINGS CORP,36.7
6307,3,1/16/2014,SHLDQ,SEARS HOLDINGS CORP,38.37
6307,3,1/17/2014,SHLDQ,SEARS HOLDINGS CORP,37.58
6307,3,1/21/2014,SHLDQ,SEARS HOLDINGS CORP,37.85
6307,3,1/22/2014,SHLDQ,SEARS HOLDINGS CORP,37.59
6307,3,1/23/2014,SHLDQ,SEARS HOLDINGS CORP,37.36
6307,3,1/24/2014,SHLDQ,SEARS HOLDINGS CORP,38.15
6307,3,1/27/2014,SHLDQ,SEARS HOLDINGS CORP,38.39
6307,3,1/28/2014,SHLDQ,SEARS HOLDINGS CORP,38.41
6307,3,1/29/2014,SHLDQ,SEARS HOLDINGS CORP,36.36
6307,3,1/30/2014,SHLDQ,SEARS HOLDINGS CORP,36.5
6307,3,1/31/2014,SHLDQ,SEARS HOLDINGS CORP,36.37
6307,3,2/3/2014,SHLDQ,SEARS HOLDINGS CORP,35.23
6307,3,2/4/2014,SHLDQ,SEARS HOLDINGS CORP,33.99
6307,3,2/5/2014,SHLDQ,SEARS HOLDINGS CORP,34.35
6307,3,2/6/2014,SHLDQ,SEARS HOLDINGS CORP,35.82
6307,3,2/7/2014,SHLDQ,SEARS HOLDINGS CORP,35.5
6307,3,2/10/2014,SHLDQ,SEARS HOLDINGS CORP,35.72
6307,3,2/11/2014,SHLDQ,SEARS HOLDINGS CORP,38.72
6307,3,2/12/2014,SHLDQ,SEARS HOLDINGS CORP,40.39
6307,3,2/13/2014,SHLDQ,SEARS HOLDINGS CORP,43.42
6307,3,2/14/2014,SHLDQ,SEARS HOLDINGS CORP,41.44
6307,3,2/18/2014,SHLDQ,SEARS HOLDINGS CORP,41.17
6307,3,2/19/2014,SHLDQ,SEARS HOLDINGS CORP,40.98
6307,3,2/20/2014,SHLDQ,SEARS HOLDINGS CORP,41.15
